200 150
0.5562987026393045 -14.997420876216033 0
1.8112284421423812 -14.97263713854689 0
3.0629838919357124 -14.921612929554083 0
4.3093712732827525 -14.84443767231522 0
5.548206215318453 -14.741246621235106 0
6.777317583294132 -14.612220625004026 0
7.994551283625124 -14.45758580964927 0
9.197774039072966 -14.277613182235287 0
10.38487712744543 -14.072618155907065 0
11.553780077262434 -13.842959997109123 0
12.70243431391072 -13.589041195948884 0
13.828826749897532 -13.31130676080788 0
14.930983312910676 -13.010243438437104 0
16.006972405502225 -12.68637886090324 0
17.054908290332243 -12.340280620880918 0
18.072954395040092 -11.972555276911452 0
19.05932653095082 -11.58384729037156 0
20.012296019976034 -11.174837896014996 0
20.930192724229038 -10.746243908066551 0
21.81140797304456 -10.298816463960899 0
22.65439738227355 -9.833339707927788 0
23.45768356091171 -9.350629416730891 0
24.219858700318515 -8.851531569968632 0
24.93958704148877 -8.336920867442688 0
25.615607216052794 -7.807699196192564 0
26.24673445690238 -7.264794049882855 0
26.831862674568335 -6.709156903313309 0
27.369966395710563 -6.141761544900507 0
27.860102560323455 -5.563602370053469 0
28.301412174506808 -4.9756926384343165 0
28.69312181590565 -4.379062698158116 0
29.03454498918068 -3.7747581800442194 0
29.32508332913381 -3.1638381650835967 0
29.564227649380076 -2.547373328334041 0
29.75155883472824 -1.9264440624959769 0
29.886748575706044 -1.302138584457576 0
29.969559943942855 -0.6755510281273736 0
